,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
8,D1_17/17_5,50 -- 60,MC,PF-BG,15*7,631.3,3156.5,CPFBG15X7MC,,
9,,,,,,,,,,
10,D1_17/17_6,60 -- 67,MC,PF-MQ,15*7,463.3,2316.5,CPFMQ16X8MC,,
11,,,,,,,,,,
12,D1_17/17_7,67 -- 75,RC,PF-OT,10*8,603.2,3016.0,CPFOT10X8RC,,
13,,,,,,,,,,
14,D1_17/17_8,75 -- 84,RC,PF-OV,11*9,710.5,3552.5,CPFOV11X9RC,,
15,,,,,,,,,,
16,,,,,,,,,,
17,,,,,TOTAL,4885.2,24426.0,,,
0,B1_19/17_1,0 -- 18,,,,,,,,
1,,,,,,,,,,
2,B1_19/17_2,18 -- 25,SC,PS,22*16,517.7,2588.5,PS22X16SC,,
3,,,,,,,,,,
4,B1_19/17_3,25 -- 34,SC,RD,13,731.0,3655.0,RD13SC,,
5,,,,,,,,,,
6,B1_19/17_4,34 -- 43,RC,MQ,16*8,843.0,4215.0,MQ16X8RC,,
7,,,,,,,,NI,,
8,B1_19/17_5,43 -- 50,SC,CU,10,499.9,2499.5,CU10SC,,
9,,,,,,,,,,
10,B1_19/17_6,50 -- 57,SC,OV,14*10,503.2,2516.0,OV14X10SC,,
11,,,,,,,,,,
12,B1_19/17_7,57 -- 63,RC,CU,12,495.9,2479.5,CU12RC,,
13,,,,,,,,,,
14,B1_19/17_8,63 -- 71,RC,CU,13,643.0,3215.0,CU13RC,,
15,,,,,,,,,,
16,B1_19/17_9,71 -- 79,SC,OT,18*13,600.8,3004.0,OT18X13SC,,
17,,,,,,,,,,
18,,,,,,,,,,
19,,,,,TOTAL,4834.5,24172.5,,,
0,B1_21/17_1,0 -- 15,RC,PF-OV,14*10,1204.5,6022.5,PF7565,,
1,,,,,,,,,,
2,B1_21/17_2,15 -- 25,RC,PF-OV,14*10,750.0,3750.0,PF7565,,
3,,,,,,,,,,
4,B1_21/17_3,25 -- 32,MC,P-PS,14*10,568.8,2844.0,PF15560,,
5,,,,,,,,,,
6,B1_21/17_4,32 -- 39,MC,PF-OT,8*6,516.4,2582.0,PF15548,,
7,,,,,,,,NI,,
8,B1_21/17_5,39 -- 47,MC,PF-BG,12*6,574.9,2874.5,PF15553,,
9,,,,,,,,,,
10,B1_21/17_6,47 -- 56,RC,PF-CU-BR,MX,714.4,3572.0,PF7576,,
11,,,,,,,,,,
12,B1_21/17_7,56 -- 63,RC,PF-MX-BR,MX,475.6,2378.0,PF7577,,
13,,,,,,,,,,
14,B1_21/17_8,63 -- 67,RC,PF-MX-BR,MX,283.4,1417.0,PF7581,,
15,,,,,,,,,,
16,B1_21/17_9,67 -- 75,RC,PF-MX-BRMX,,578.7,2893.5,PF7578,,
17,,,,,,,,,,
18,B1_21/17_10,75 -- 90,RC,PF-OV,14*10,1205.0,6025.0,PF7565,,
19,,,,,,,,,,
20,,,,,,,,,,
21,,,,,TOTAL,6871.7,34358.5,,,
0,D1_21/17_1,0 -- 18,,,,,,,,
1,,,,,,,,,,
2,D1_21/17_2,18 -- 28,RC,PF-OV,14*10,737.8,3689.0,PF7565,,
3,,,,,,,,,,
4,D1_21/17_3,28 -- 35,RC,PF-MX,MX,467.9,2339.5,PF7569,,
5,,,,,,,,,,
6,D1_21/17_4,35 -- 47,RC,PF-MX,MX,1006.6,5033.0,PF7556,,
7,,,,,,,,NI,,
8,D1_21/17_5,47 -- 57,RC,PF-CU,10,758.7,3793.5,PF7558,,
9,,,,,,,,,,
10,D1_21/17_6,57 -- 64,MC,PF-RD,10,539.3,2696.5,PF15552,,
11,,,,,,,,,,
12,D1_21/17_7,64 -- 71,MC,PF-PS,12*8,517.9,2589.5,PF15559,,
13,,,,,,,,,,
14,D1_21/17_8,71 -- 79,RC,PF-OV,12*10,539.9,2699.5,PF7563,,
15,,,,,,,,,,
16,,,,,,,,,,
17,,,,,TOTAL,4568.1,22840.5,,,
0,B1_25/17_1,0 -- 18,,,,,,,,
1,,,,,,,,,,
2,B1_25/17_2,18 -- 28,MC,PF-OV,FREE,685.8,3429.0,CPFOVFREEMC,,
3,,,,,,,,,,
4,B1_25/17_3,28 -- 38,MC,PF-OV,20*15,795.4,3977.0,CPFOV20X15MC,,
5,,,,,,,,,,
6,B1_25/17_4,38 -- 48,MC,PF-OT,14*10,731.1,3655.5,CPFOT14X10MC,,
7,,,,,,,,NI,,
8,B1_25/17_5,48 -- 54,MC,PF-OV,14*12,525.5,2627.5,CPFOV14X12MC,,
9,,,,,,,,,,
10,B1_25/17_6,54 -- 61,MC,PF-OT,16*12,489.3,2446.5,CPFOT16X12MC,,
11,,,,,,,,,,
12,B1_25/17_7,61 -- 69,MC,PF-OT,18*13,586.1,2930.5,CPFOT18X13MC,,
13,,,,,,,,,,
14,B1_25/17_8,69 -- 76,MC,PF-OT,20*15,525.0,2625.0,CPFOT20X15MC,,
15,,,,,,,,,,
16,B1_25/17_9,76 -- 84,MC,PF-OV,25*16,533.9,2669.5,CPFOV25X18MC,,
17,,,,,,,,,,
18,,,,,,,,,,
19,,,,,TOTAL,4872.099999999999,24360.5,,,
0,B1_28/17_1,0 -- 15,RC,RG,3~5,1203.2,6016.0,RG6349,,
1,,,,,,,,,,
2,B1_28/17_2,15 -- 22,MC,PF-HS,10,510.4,2552.0,CPFHS10MC,,
3,,,,,,,,,,
4,B1_28/17_3,22 -- 30,MC,PF-OV,10*8,651.0,3255.0,CPFOV10X8MC,,
5,,,,,,,,,,
6,B1_28/17_4,30 -- 37,MC,PF-OV,8*6,543.4,2717.0,CPFOV8X6MC,,
7,,,,,,,,NI,,
8,B1_28/17_5,37 -- 43,MC,PF-PS,8*6,490.5,2452.5,CPFPS8X6MC,,
9,,,,,,,,,,
10,B1_28/17_6,43 -- 50,MC,PF-RD,8,526.3,2631.5,CPFRD8MC,,
11,,,,,,,,,,
12,B1_28/17_7,50 -- 59,RC,OT,9*7,772.0,3860.0,OT9X7RC,,
13,,,,,,,,,,
14,B1_28/17_8,59 -- 69,RC,OT,11*9,786.5,3932.5,OT11X9RC,,
15,,,,,,,,,,
16,B1_28/17_9,69 -- 79,SC,SQ,12,781.8,3909.0,SQ12SC,,
17,,,,,,,,,,
18,B1_28/17_10,1201,RC,RG,3~5,1206.0,6030.0,RG6349,,
19,,,,,,,,,,
20,,,,,TOTAL,7471.1,37355.5,,,
0,D1_28/17_1,0 -- 15,RC,RG,3~5,1201.4,6007.0,RG6349,,
1,,,,,,,,,,
2,D1_28/17_2,15 -- 22,RC,PS,14*10,511.3,2556.5,PS14X10RC,,
3,,,,,,,,,,
4,D1_28/17_3,22 -- 30,SC,SQ,11,621.5,3107.5,SQ11SC,,
5,,,,,,,,,,
6,D1_28/17_4,30 -- 38,SC,SQ,7,641.8,3209.0,SQ7SC,,
7,,,,,,,,NI,,
8,D1_28/17_5,38 -- 50,RC,RD,8,1074.4,5372.0,RD8RC,,
9,,,,,,,,,,
10,D1_28/17_6,50 -- 56,SC,OV,10*8,501.2,2506.0,OV10X8SC,,
11,,,,,,,,,,
12,D1_28/17_7,56 -- 67,RC,SQ,9,901.5,4507.5,SQ9RC,,
13,,,,,,,,,,
14,D1_28/17_8,67 -- 74,RC,RD,10,556.7,2783.5,RD10RC,,
15,,,,,,,,,,
16,D1_28/17_9,74 -- 81,RC,OV,12*10,581.3,2906.5,OV12X10RC,,
17,,,,,,,,,,
18,D1_28/17_10,81 -- 96,RC,RG,3~5,1203.9,6019.5,RG6349,,
19,,,,,,,,,,
20,,,,,TOTAL,7795.0,38975.0,,,
0,B1_31/17_1,0 -- 16,MD,RG,5~9,1204.7,6023.5,RG6355,,
1,,,,,,,,,,
2,B1_31/17_2,16 -- 27,UN,OV,10*8,999.1,4995.5,C119007,,
3,,,,,,,,,,
4,B1_31/17_3,27 -- 38,UN,OV,10*8,999.2,4996.0,C119007,,
5,,,,,,,,,,
6,B1_31/17_4,38 -- 49,UN,OV,9*7,999.9,4999.5,C119014,,
7,,,,,,,,NI,,
8,B1_31/17_5,49 -- 60,UN,OV,9*7,1000.1,5000.5,C119014,,
9,,,,,,,,,,
10,B1_31/17_6,60 -- 71,UN,OV,10*8,999.2,4996.0,C119007,,
11,,,,,,,,,,
12,B1_31/17_7,71 -- 82,UN,OV,10*8,999.4,4997.0,C119007,,
13,,,,,,,,,,
14,B1_31/17_8,82 -- 98,MD,RG,5~9,1206.4,6032.0,RG6355,,
15,,,,,,,,,,
16,,,,,TOTAL,8408.0,42040.0,,,
0,B1_39/17_1,0 -- 15,RC,PF-OV,14*10,1205.0,6025.0,PF7565,,
1,,,,,,,,B1_21/17_10,,
2,B1_39/17_2,15 -- 30,MC,PF-OV,80CTSUP,1151.3,5756.5,PF15568,,
3,,,,,,,,,,
4,B1_39/17_3,30 -- 41,MC,PF-OT,80CTSUP,731.8,3659.0,PF16566,,
5,,,,,,,,,,
6,B1_39/17_4,41 -- 49,MC,PF-OT,9*7,553.4,2767.0,PF15564,,
7,,,,,,,,NI,,
8,B1_39/17_5,49 -- 57,MC,PF-OT,10*8,523.8,2619.0,PF15565,,
9,,,,,,,,,,
10,B1_39/17_6,57 -- 65,MC,PF-OV,11*9,531.8,2659.0,PF15567,,
11,,,,,,,,,,
12,B1_39/17_7,65 -- 71,RC,RG,3~5,315.6,1578.0,RG6349,,
13,,,,,,,,,,
14,B1_39/17_8,71 -- 83,MC,PF-PS,FREE,893.8,4469.0,PF15570,,
15,,,,,,,,,,
16,B1_39/17_9,83 -- 97,RC,PF-OV,14*10,1204.5,6022.5,PF7565,,
17,,,,,,,,B1_21/17_1,,
18,,,,,,,,,,
19,,,,,TOTAL,7111.000000000001,35555.0,,,
0,D1_39/17_1,0 -- 18,,,,,,,,
1,,,,,,,,,,
2,D1_39/17_2,18 -- 30,MC,PF-PS,80CTSUP,873.8,4369.0,PF15571,,
3,,,,,,,,,,
4,D1_39/17_3,30 -- 46,RC,PF-OV,18*13,1232.7,6163.5,PF15574,,
5,,,,,,,,,,
6,D1_39/17_4,46 -- 54,MC,PF-PS,12*8,600.6,3003.0,PF15569,,
7,,,,,,,,NI,,
8,D1_39/17_5,54 -- 65,RC,PF-OV,14*10,842.4,4212.0,PF15572,,
9,,,,,,,,,,
10,D1_39/17_6,65 -- 76,RC,PF-OV,16*12,920.0,4600.0,PF15573,,
11,,,,,,,,,,
12,D1_39/17_7,76 -- 88,MC,PF-PS,80CTSUP,873.3,4366.5,PF15571,,
13,,,,,,,,,,
14,,,,,,,,,,
15,,,,,TOTAL,5342.8,26714.0,,,
0,B1_41/17_1,0 -- 15,RC,RG,3~5,1206.0,6030.0,RG6349,,
1,,,,,,,,B1_28/17_10,,
2,B1_41/17_2,15 -- 22,MC,RD,15,533.1,2665.5,RD15MC,,
3,,,,,,,,,,
4,B1_41/17_3,22 -- 28,MC,OT,8*6,451.8,2259.0,OT8X6MC,,
5,,,,,,,,,,
6,B1_41/17_4,28 -- 32,OR,RD,3,218.3,1091.5,CUT12906,,
7,,,,,,,,NI,,
8,B1_41/17_5,32 -- 37,RC,RD,3.5,400.4,2002.0,CUT17340,,
9,,,,,,,,,,
10,B1_41/17_6,37 -- 45,RC,HS,5,657.4,3287.0,HS5RC,,
11,,,,,,,,,,
12,B1_41/17_7,45 -- 51,RC,CU,5,532.2,2661.0,CU5RC,,
13,,,,,,,,,,
14,B1_41/17_8,51 -- 56,RC,RD,5,400.4,2002.0,CUT17341,,
15,,,,,,,,,,
16,B1_41/17_9,56 -- 65,RC,PS,6*4,800.5,4002.5,CUT17337,,
17,,,,,,,,,,
18,B1_41/17_10,65 -- 75,RC,RD,6,800.8,4004.0,CUT17342,,
19,,,,,,,,,,
20,B1_41/17_11,75 -- 80,RC,TR,7,329.5,1647.5,TR7RC,,
21,,,,,,,,,,
22,B1_41/17_12,80 -- 95,RC,RG,3~5,1203.2,6016.0,RG6349,,
23,,,,,,,,B1_28/17_1,,
24,,,,,,,,,,
25,,,,,TOTAL,7533.6,26000.5,,,
0,B1_43/17_1,0 -- 16,MC,RG,3~5,1202.7,6013.5,RG22497,,
1,,,,,,,,,,
2,B1_43/17_2,16 -- 29,RC,RD,11,1126.7,5633.5,CUT30617,,
3,,,,,,,,,,
4,B1_43/17_3,29 -- 41,RC,OV,9*7,1122.5,5612.5,OV9X7RC,,
5,,,,,,,,,,
6,B1_43/17_4,41 -- 49,RC,OV,7*5,626.4,3132.0,OV7X5RC,,
7,,,,,,,,NI,,
8,B1_43/17_5,49 -- 52,UN,OV,8*6,200.1,1000.5,C119013,,
9,,,,,,,,,,
10,B1_43/17_6,52 -- 63,RC,RD,9,1018.9,5094.5,RD9RC,,
11,,,,,,,,,,
12,B1_43/17_7,63 -- 71,MC,OT,14*10,722.9,3614.5,CUT30606,,
13,,,,,,,,,,
14,B1_43/17_8,71 -- 81,RC,RD,14,830.3,4151.5,CUT30620,,
15,,,,,,,,,,
16,B1_43/17_11,81 -- 96,RC,PF-OV,12*10,1208.9,6044.5,PF7544,,
17,,,,,,,,,,
18,,,,,TOTAL,8059.4,40297.0,,,
0,D1_43/17_1,0 -- 15,RC,PF-OV,14*10,1259.4,6297.0,PF7545,,
1,,,,,,,,,,
2,D1_43/17_2,15 -- 25,MC,RD,11,805.9,4029.5,CUT30609,,
3,,,,,,,,,,
4,D1_43/17_3,25 -- 37,RC,OV,11*9,1078.1,5390.5,OV11X9RC,,
5,,,,,,,,,,
6,D1_43/17_4,37 -- 49,RC,OV,7*5,1152.5,5762.5,OV7X5RC,,
7,,,,,,,,NI,,
8,D1_43/17_5,49 -- 52,UN,OV,8*6,199.9,999.5,C119013,,
9,,,,,,,,,,
10,D1_43/17_6,52 -- 57,RC,OV,7*5,384.4,1922.0,OV7X5RC,,
11,,,,,,,,,,
12,D1_43/17_7,57 -- 67,RC,OV,10*8,926.3,4631.5,OV10X8RC,,
13,,,,,,,,,,
14,D1_43/17_8,67 -- 79,RC,RD,12,1060.5,5302.5,CUT30618,,
15,,,,,,,,,,
16,D1_43/17_9, -- ,RC,PF-OV,14*10,1265.0,6325.0,PF7545,,
17,,,,,,,,,,
18,,,,,TOTAL,8131.999999999999,40660.0,,,
0,B1_48/17_1,0 -- 15,MD,RG,5~9,1206.4,6032.0,RG6355,,
1,,,,,,,,B1_31/17_8,,
2,B1_48/17_2,15 -- 19,RC,RD,8,207.3,1036.5,RD8RC,,
3,,,,,,,,,,
4,B1_48/17_3,19 -- 28,RC,CU,9*7,739.5,3697.5,CU9X7RC,,
5,,,,,,,,,,
6,B1_48/17_4,28 -- 32,SC,OT,8*6,207.4,1037.0,OT8X6SC,,
7,,,,,,,,NI,,
8,B1_48/17_5,32 -- 36,RC,CU,7,247.7,1238.5,CU7RC,,
9,,,,,,,,,,
10,B1_48/17_6,36 -- 44,RC,SQ,7,593.7,2968.5,SQ7RC,,
11,,,,,,,,,,
12,B1_48/17_7,44 -- 50,RC,CU,8,411.7,2058.5,CU8RC,,
13,,,,,,,,,,
14,B1_48/17_8,50 -- 55,RC,SQ,8,384.1,1920.5,SQ8RC,,
15,,,,,,,,,,
16,B1_48/17_9,55 -- 60,RC,CU,9,359.0,1795.0,CU9RC,,
17,,,,,,,,,,
18,B1_48/17_10,60 -- 62,RC,CU,10,93.2,466.0,CU10RC,,
19,,,,,,,,,,
20,B1_48/17_11,62 -- 69,MC,PF-BG,16*8,486.9,2434.5,CPFBG16X8MC,,
21,,,,,,,,,,
22,B1_48/17_12,69 -- 77,MC,PF-RD,10,564.1,2820.5,CPFRD10MC,,
23,,,,,,,,,,
24,B1_48/17_13,77 -- 84,MC,PF-SQ,11,496.1,2480.5,CPFSQ11MC,,
25,,,,,,,,,,
26,B1_48/17_14,84 -- 98,MD,RG,5~9,1204.7,6023.5,RG6355,,
27,,,,,,,,B1_31/17_1,,
28,,,,,TOTAL,7201.799999999999,36009.0,,,
0,D1_51/17_1,0 -- 14,RC,RG,3~5,1203.9,6019.5,RG6349,,
1,,,,,,,,D1_28/17_8,,
2,D1_51/17_2,14 -- 20,MC,PF-SQ,12,421.0,2105.0,CPFSQ12MC,,
3,,,,,,,,,,
4,D1_51/17_3,20 -- 26,RC,SQ,12,481.2,2406.0,SQ12RC,,
5,,,,,,,,,,
6,D1_51/17_4,26 -- 36,RC,PS,6*4,800.1,4000.5,PS6X4RC,,
7,,,,,,,,NI,,
8,D1_51/17_5,36 -- 44,RC,PS,6*4,653.6,3268.0,PS6X4RC,,
9,,,,,,,,,,
10,D1_51/17_6,44 -- 47,SC,OT,10*8,212.0,1060.0,OT10X8SC,,
11,,,,,,,,,,
12,D1_51/17_7,47 -- 53,RC,OT,11*9,417.2,2086.0,OT11X9RC,,
13,,,,,,,,,,
14,D1_51/17_8,53 -- 61,SC,OT,11*9,672.8,3364.0,OT11X9SC,,
15,,,,,,,,,,
16,D1_51/17_9,61 -- 67,MC,PF-OT,11*9,371.7,1858.5,CPFOT11X9MC,,
17,,,,,,,,,,
18,D1_51/17_10,67 -- 72,MC,OT,12*10,343.3,1716.5,OT12X10MC,,
19,,,,,,,,,,
20,D1_51/17_11,72 -- 79,MC,PF-HS,11,561.8,2809.0,CPFHS11MC,,
21,,,,,,,,,,
22,D1_51/17_12,79 -- 93,RC,RG,3~5,1201.4,6007.0,RG6349,,
23,,,,,,,,D1_28/17_1,,
24,,,,,TOTAL,7340.0,36700.0,,,
0,B1_52/17_1,0 -- 18,,,,,,,,
1,,,,,,,,,,
2,B1_52/17_2,18 -- 30,UN,OV,9*7,1000.4,5002.0,C119014,,
3,,,,,,,,,,
4,B1_52/17_3,30 -- 42,UN,OV,9*7,1000.4,5002.0,C119014,,
5,,,,,,,,,,
6,B1_52/17_4,42 -- 54,UN,OV,8*6,1000.2,5001.0,C119038,,
7,,,,,,,,NI,,
8,B1_52/17_5,54 -- 66,UN,OV,9*7,1000.2,5001.0,C119014,,
9,,,,,,,,,,
10,B1_52/17_6,66 -- 78,UN,OV,9*7,999.8,4999.0,C119014,,
11,,,,,,,,,,
12,,,,,TOTAL,5001.0,25005.0,,,
0,B1_04/18_1,0 -- 18,,,,,,,,
1,,,,,,,,,,
2,B1_04/18_2,18 -- 27,MC,TR-RE,7,756.1,3780.5,TR7MC,,
3,,,,,,,,,,
4,B1_04/18_3,27 -- 40,RC,OT-RE,8*6,1153.2,5766.0,OT8X6RC,,
5,,,,,,,,,,
6,B1_04/18_4,40 -- 48,MX,RD-RE,3,696.1,3480.5,RD3MX,,
7,,,,,,,,NI,,
8,B1_04/18_5,48 -- 59,RC,SQ-RE,5,967.9,4839.5,SQ5RC,,
9,,,,,,,,,,
10,B1_04/18_6,59 -- 72,RC,OT-RE,8*6,1188.0,5940.0,OT8X6RC,,
11,,,,,,,,,,
12,B1_04/18_7,72 -- 82,MC,TR-RE,7,818.3,4091.5,TR7MC,,
13,,,,,,,,,,
14,,,,,,,,,,
15,,,,,TOTAL,5579.6,27898.0,,,
0,D1_06/18_1,0 -- 15,RC,PF-OV,14*10,1265.0,6325.0,PF7545,,
1,,,,,,,,D1_43/17_9,,
2,D1_06/18_2,15 -- 27,RC,RD,10,1034.0,5170.0,RD10RC,,
3,,,,,,,,,,
4,D1_06/18_3,27 -- 35,MC,RD,9,637.4,3187.0,CUT30643,,
5,,,,,,,,,,
6,D1_06/18_4,35 -- 42,RC,RD,7,443.7,2218.5,RD7RC,,
7,,,,,,,,NI,,
8,D1_06/18_5,42 -- 52,RC,RD,9,809.7,4048.5,RD9RC,,
9,,,,,,,,,,
10,D1_06/18_6,52 -- 62,RC,RD,9,817.6,4088.0,RD9RC,,
11,,,,,,,,,,
12,D1_06/18_7,62 -- 76,RC,PF-RD,9,1124.1,5620.5,PF15597,,
13,,,,,,,,,,
14,D1_06/18_8,76 -- 80,SC,RD,9,264.7,1323.5,RD9SC,,
15,,,,,,,,,,
16,D1_06/18_9,80 -- 95,RC,PF-OV,14*10,1259.4,6297.0,PF7545,,
17,,,,,,,,D1_43/17_1,,
18,,,,,,,,,,
19,,,,,TOTAL,7655.6,38278.0,,,
0,B1_10/18_1,0 -- 18,,,,,,,,
1,,,,,,,,,,
2,B1_10/18_2,18 -- 26,RC,RG-RE,25~30,457.3,2286.5,RG22418,,
3,,,,,,,,,,
4,B1_10/18_3,26 -- 34,MC,RG-RE,70~80,440.7,2203.5,RG10770,,
5,,,,,,,,,,
6,B1_10/18_4,34 -- 43,RC,RG-RE,20~25,605.2,3026.0,RG22423,,
7,,,,,,,,NI,,
8,B1_10/18_5,43 -- 51,MC,PF-TR-RE,FREE,502.1,2510.5,PF15515,,
9,,,,,,,,,,
10,B1_10/18_6,51 -- 59,MC,PF-CU-RE,FREE,514.7,2573.5,CPFSQCUFREEMC,,
11,,,,,,,,,,
12,B1_10/18_7,59 -- 64,OLD,RG-RE,20~25,301.8,1509.0,RG11520,,
13,,,,,,,,,,
14,B1_10/18_8,64 -- 67,RC,RG-RE,30~45,107.5,537.5,RG22039,,
15,,,,,,,,,,
16,B1_10/18_9,67 -- 70,RC,PF-MX-RE,MX,162.0,810.0,PF12276,,
17,,,,,,,,,,
18,B1_10/18_10,70 -- 72,RC,RG-RE,15UP,169.6,848.0,RG10973,,
19,,,,,,,,,,
20,B1_10/18_11,72 -- 74,RC,PF-MX-RE,FREE,84.0,420.0,PF15231,,
21,,,,,,,,,,
22,B1_10/18_12,74 -- 84,MC,OT-RE,FREE,775.7,3878.5,CUT30285,,
23,,,,,,,,,,
24,,,,,TOTAL,4120.6,20603.0,,,
0,D1_18/18_1,0 -- 18,,,,,,,,
1,,,,,,,,,,
2,D1_18/18_2,18 -- 25,NC,RD,15,519.9,2599.5,C004040,,
3,,,,,,,,,,
4,D1_18/18_3,25 -- 32,NC,RD,14,518.9,2594.5,C004039,,
5,,,,,,,,,,
6,D1_18/18_4,32 -- 40,NC,CU,11,700.3,3501.5,C004006,,
7,,,,,,,,NI,,
8,D1_18/18_5,40 -- 48,NC,CU,11,699.1,3495.5,C004006,,
9,,,,,,,,,,
10,D1_18/18_6,48 -- 56,NC,RD,12,693.0,3465.0,C004037,,
11,,,,,,,,,,
12,D1_18/18_7,56 -- 64,NC,RD,13,663.0,3315.0,C004038,,
13,,,,,,,,,,
14,D1_18/18_8,64 -- 72,NC,RD,13,661.6,3308.0,C004038,,
15,,,,,,,,,,
16,D1_18/18_9,72 -- 80,NC,CU,14,688.3,3441.5,C004009,,
17,,,,,,,,,,
18,,,,,,,,,,
19,,,,,TOTAL,5144.1,25720.5,,,
0,B1_19/18_1,0 -- 14,RC,PF-OV,12*10,1208.9,6044.5,PF7544,,
1,,,,,,,,B1_43/17_11,,
2,B1_19/18_2,14 -- 28,MC,OV,10*8,1250.3,6251.5,OV10X8MC,,
3,,,,,,,,,,
4,B1_19/18_3,28 -- 35,MC,RD,8,524.5,2622.5,CUT30653,,
5,,,,,,,,,,
6,B1_19/18_4,35 -- 45,RC,HS,4,818.5,4092.5,HS4RC,,
7,,,,,,,,NI,,
8,B1_19/18_5,45 -- 55,RC,HS,4,860.3,4301.5,HS4RC,,
9,,,,,,,,,,
10,B1_19/18_6,55 -- 61,MC,PF-OV,8*6,294.0,1470.0,CPFOV8X6MC,,
11,,,,,,,,,,
12,B1_19/18_7,61 -- 70,MC,OT,9*7,701.5,3507.5,OT9X7MC,,
13,,,,,,,,,,
14,B1_19/18_8,70 -- 79,MC,OT,9*7,699.5,3497.5,OT9X7MC,,
15,,,,,,,,,,
16,B1_19/18_9,79 -- 93,MC,RG,3~5,1202.7,6013.5,RG22497,,
17,,,,,,,,B1_43/17_1,,
18,,,,,,,,,,
19,,,,,TOTAL,7560.2,37801.0,,,
0,B1_26/18_1,0 -- 18,,,,,,,,
1,,,,,,,,,,
2,B1_26/18_2,18 -- 26,MD,RG,5~9,572.9,2864.5,RG6355,,
3,,,,,,,,,,
4,B1_26/18_3,26 -- 40,MC,RG,3~5,1045.3,5226.5,RG22523,,
5,,,,,,,,,,
6,B1_26/18_4,40 -- 52,UN,MQ,5*2.5,999.9,4999.5,C119005,,
7,,,,,,,,NI,,
8,B1_26/18_5,52 -- 65,MC,RG,3~5,995.7,4978.5,RG22523,,
9,,,,,,,,,,
10,B1_26/18_6,65 -- 79,RC,RG,5~9,1112.0,5560.0,RG6350,,
11,,,,,,,,,,
12,,,,,,,,,,
13,,,,,TOTAL,4725.8,23629.0,,,
0,D1_28/18_1,0 -- 18,,,,,,,,
1,,,,,,,,,,
2,D1_28/18_2,18 -- 23,RC,OV-RE,9*7,329.1,1645.5,OV9X7RC,,
3,,,,,,,,,,
4,D1_28/18_3,23 -- 27,RC,OT-RE,9*7,258.3,1291.5,OT9X7RC,,
5,,,,,,,,,,
6,D1_28/18_4,27 -- 37,RC,MQ-RE,4*2,817.1,4085.5,CUT17327,,
7,,,,,,,,NI,,
8,D1_28/18_5,37 -- 44,MC,RD-RE,2,540.6,2703.0,CUT10498IN,,
9,,,,,,,,,,
10,D1_28/18_6,44 -- 51,MC,RD-RE,2,510.3,2551.5,CUT10502IN,,
11,,,,,,,,,,
12,D1_28/18_7,51 -- 58,MC,RD-RE,2,523.9,2619.5,CU10500IN,,
13,,,,,,,,,,
14,D1_28/18_8,58 -- 67,RC,MQ-RE,5*2.5,772.3,3861.5,CUT17321,,
15,,,,,,,,,,
16,D1_28/18_9,67 -- 75,RC,RD-RE,4,597.5,2987.5,RD4RC,,
17,,,,,,,,,,
18,D1_28/18_10,75 -- 80,SC,OT-RE,9*7,347.5,1737.5,OT9X7SC,,
19,,,,,,,,,,
20,,,,,,,,,,
21,,,,,TOTAL,4696.6,23483.0,,,
0,B1_31/18_1,0 -- 18,,,,,,,,
1,,,,,,,,,,
2,B1_31/18_2,18 -- 28,RC,RG-RE,5~9,687.6,3438.0,RG6222,,
3,,,,,,,,,,
4,B1_31/18_3,28 -- 38,RC,RG-RE,3~5,700.7,3503.5,RG5824,,
5,,,,,,,,,,
6,B1_31/18_4,38 -- 49,RC,RG-RE,3~5,761.7,3808.5,RG6221,,
7,,,,,,,,NI,,
8,B1_31/18_5,49 -- 61,RC,RG-RE,3~5,941.9,4709.5,RG6225,,
9,,,,,,,,,,
10,B1_31/18_6,61 -- 73,RC,RG-RE,3~5,929.8,4649.0,RG5824,,
11,,,,,,,,,,
12,B1_31/18_7,73 -- 80,RC,RG-RE,3~5,377.1,1885.5,RG6176,,
13,,,,,,,,,,
14,,,,,,,,,,
15,,,,,TOTAL,4398.8,21994.0,,,
0,B1_40/18_1,0 -- 17,,RG,9~15,1208.1,6040.5,RG22518,,
1,,,,,,,,,,
2,B1_40/18_2,17 -- 31,RC,OT-re,10*8,1230.0,6150.0,OT10X8RC,,
3,,,,,,,,,,
4,B1_40/18_3,31 -- 38,S.C.,OT-RE,10*8,514.2,2571.0,OT10X8SC,,
5,,,,,,,,,,
6,B1_40/18_4,38 -- 49,RC,PS-RE,4*3,942.4,4712.0,CUT17322,,
7,,,,,,,,NI,,
8,B1_40/18_5,49 -- 57,RC,PS-RE,5*3,668.2,3341.0,CUT16740,,
9,,,,,,,,,,
10,B1_40/18_6,57 -- 66,RC,PS-RE,9*6,738.3,3691.5,PS9X6RC,,
11,,,,,,,,,,
12,B1_40/18_7,66 -- 69,RC,OT-RE,9*7,186.9,934.5,OT9X7RC,,
13,,,,,,,,,,
14,B1_40/18_8,69 -- 76,RC,PS-RE,10*7,542.4,2712.0,PS10X7RC,,
15,,,,,,,,,,
16,B1_40/18_9,76 -- 86,MC,OT-RE,10*8,831.6,4158.0,CUT30580,,
17,,,,,,,,,,
18,B1_40/18_10,86 -- 103,,RG,9~15,1209.4,6047.0,RG22518,,
19,,,,,,,,,,
